event_id,company,ticker,group,member,event_category,event_subtype,event_title_en,event_title_zh,event_title_ko,start_date,peak_date,end_date,duration_days,event_window_before_days,event_window_after_days,sentiment_expected,severity_score,source_level,official_source_url,naver_source_url,notes,collector,status,event0_date,AR_0,CAR_m1_p1,CAR_0_p1,CAR_0_p3,CAR_0_p5,CAR_m5_p5,CAR_m10_p10,event_type_final,market_cap,revenue,company_scale_weight,youtube_channel_subscribers,youtube_channel_views,youtube_channel_videos,instagram_followers,spotify_monthly_listeners,fanbase_weight,log_market_cap,log_revenue,log_youtube_channel_subscribers,log_youtube_channel_views,log_youtube_channel_videos,log_instagram_followers,log_spotify_monthly_listeners
BLACKPINK_20220819_PINK_VENOM,YG,122870.KQ,BLACKPINK,,comeback,pre_release_single,BLACKPINK releases Pink Venom,BLACKPINK 發布 Pink Venom,블랙핑크 Pink Venom 발매,2022-08-19,2022-08-19,2022-08-26,8,3,14,positive,4.0,C_platform_data,https://time.com/6207305/blackpink-born-pink-album/,https://search.naver.com/search.naver?where=news&query=블랙핑크%20Pink%20Venom,Pre-release single for Born Pink generated large global attention,Paul,complete,2022-08-19,-0.0327548144721275,-0.006149920007673931,-0.0062327938415915295,-0.007413617086862535,0.023127889255351995,0.046185721765932664,0.05546093151477344,positive_comeback,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20220916_BORN_PINK,YG,122870.KQ,BLACKPINK,,comeback,album_release,BLACKPINK releases Born Pink,BLACKPINK 發布 Born Pink 專輯,블랙핑크 Born Pink 발매,2022-09-16,2022-09-16,2022-09-25,10,3,14,positive,5.0,C_platform_data,https://time.com/6214390/blackpink-born-pink-analysis/,https://search.naver.com/search.naver?where=news&query=블랙핑크%20Born%20Pink%20발매,Major group album comeback after long gap,Paul,complete,2022-09-16,-0.0343890352926247,-0.0651422656818896,-0.0427145055581751,-0.0879279081423855,-0.0884765396073766,-0.16108272472333138,-0.15111887771286592,positive_comeback,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20230110_COACHELLA_HEADLINER,YG,122870.KQ,BLACKPINK,,concert,festival_headliner_announcement,BLACKPINK announced as Coachella 2023 headliner,BLACKPINK 成為 Coachella 2023 Headliner,블랙핑크 코첼라 2023 헤드라이너,2023-01-10,2023-04-15,2023-04-22,103,3,14,positive,5.0,C_platform_data,https://apnews.com/article/f9bc30abc325a83f4b968ff546ba3237,https://search.naver.com/search.naver?where=news&query=블랙핑크%20코첼라%20헤드라이너,Recategorized from achievement to concert because this is a festival headliner booking event,Paul,complete,2023-01-10,-0.014548388531314967,-0.07337662906716647,-0.022302936702565265,0.0155075359335043,0.0005618323171805327,0.010415528996725258,0.05161191992037645,positive_concert,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20231206_GROUP_CONTRACT_RENEWAL,YG,122870.KQ,BLACKPINK,,contract_member,group_contract_renewal,BLACKPINK renews group contract with YG,BLACKPINK 與 YG 續簽團體活動合約,블랙핑크 YG 그룹 활동 재계약,2023-12-06,2023-12-06,2023-12-13,8,3,14,positive,5.0,B_korean_news,https://en.yna.co.kr/view/AEN20231206002200315,https://search.naver.com/search.naver?where=news&query=블랙핑크%20재계약,High market relevance because contract uncertainty was resolved for group activities,Paul,complete,2023-12-06,0.2040375436794067,0.1639960330630679,0.18424718918797625,0.12829314130769695,0.06691130302304199,-0.004622752148595928,-0.05174394175365135,positive_resolution,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20231229_INDIVIDUAL_CONTRACTS,YG,122870.KQ,BLACKPINK,,contract_member,individual_contracts_not_renewed,BLACKPINK members do not renew individual contracts with YG,BLACKPINK 成員個人合約不與 YG 續約,블랙핑크 개인 계약 YG 미체결,2023-12-29,2023-12-29,2024-01-05,8,3,14,mixed,4.0,D_secondary,https://www.koreaboo.com/news/yg-entertainment-confirms-4-blackpink-members-not-renew-contracts-individual-activities/,https://search.naver.com/search.naver?where=news&query=블랙핑크%20개인%20계약%20YG,Important follow-up to group renewal because solo activities moved outside YG,Paul,needs_review,2024-01-02,-0.08190786107213627,-0.08174201902395747,-0.08680949893393916,-0.14866517063856088,-0.1621248270306713,-0.21301568458890704,-0.1551270326640516,artist_transition,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
NEWJEANS_20220722_ATTENTION_DEBUT,HYBE,352820.KS,NewJeans,,comeback,debut_release,NewJeans surprise debuts with Attention,NewJeans 以 Attention 驚喜出道,뉴진스 Attention 데뷔,2022-07-22,2022-07-22,2022-08-01,11,3,14,positive,5.0,C_platform_data,https://www.gmanetwork.com/news/lifestyle/hobbiesandactivities/839021/hybe-s-new-girl-group-newjeans-debuts-with-single-attention/story/,https://search.naver.com/search.naver?where=news&query=뉴진스%20Attention%20데뷔,Debut event for HYBE ADOR girl group,Paul,complete,2022-07-22,0.0724428758326978,0.1231850359934923,0.10062436294647867,0.09269036183336245,0.12703872554553822,0.07141509647928596,-0.0001897096099718193,positive_comeback,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
NEWJEANS_20221219_DITTO,HYBE,352820.KS,NewJeans,,comeback,pre_release_single,NewJeans releases Ditto,NewJeans 發布 Ditto,뉴진스 Ditto 발매,2022-12-19,2022-12-19,2023-01-13,26,3,14,positive,4.0,C_platform_data,https://en.wikipedia.org/wiki/Ditto_(song),https://search.naver.com/search.naver?where=news&query=뉴진스%20Ditto%20발매,Major winter single and chart discussion event,Paul,needs_review,2022-12-19,-0.01854676207676953,0.015777472963259938,-0.009984464312242258,0.02571305333727511,0.028195093673209777,0.07937533263607774,0.12123133970048001,positive_comeback,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
NEWJEANS_20240411_HYEIN_INJURY,HYBE,352820.KS,NewJeans,Hyein,PR_crisis,injury_hiatus,Hyein halts activities due to foot injury,Hyein 因腳部受傷暫停活動,혜인 발 부상 활동 중단,2024-04-11,2024-04-11,2024-04-25,15,3,14,negative,3.0,B_korean_news,https://en.yna.co.kr/view/AEN20240411003900315,https://search.naver.com/search.naver?where=news&query=뉴진스%20혜인%20부상%20활동중단,Member injury and activity pause before comeback promotions,Paul,complete,2024-04-11,0.007721354690496833,0.014190100052599436,-0.0034702589183041657,0.05997184620835203,0.0673983469121796,0.07870314138122277,0.08268317424186455,negative_PR_crisis,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
NEWJEANS_20240422_HYBE_ADOR_DISPUTE,HYBE,352820.KS,NewJeans,,contract_member,management_contract_dispute,HYBE and ADOR dispute involving NewJeans begins,HYBE 與 ADOR 爭議波及 NewJeans,하이브 어도어 뉴진스 분쟁,2024-04-22,2024-04-25,2024-05-31,40,3,14,negative,5.0,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-04-26/business/industry/NewJeans-debut-was-postponed-because-of-Min-Heejins-ambitions-HYBE-says/2034718,https://search.naver.com/search.naver?where=news&query=하이브%20어도어%20뉴진스%20분쟁,Recategorized from legal_dispute to contract_member to match the project factor list,Paul,complete,2024-04-22,-0.10493792788188937,-0.1440197214633549,-0.13976713508123464,-0.09611986438874937,-0.12646018706069723,-0.05984416761233374,-0.10842342955427353,negative_contract_crisis,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
NEWJEANS_20241128_CONTRACT_TERMINATION,HYBE,352820.KS,NewJeans,,contract_member,contract_termination_press_conference,NewJeans announces contract termination with ADOR,NewJeans 宣布終止與 ADOR 合約,뉴진스 어도어 전속계약 해지 발표,2024-11-28,2024-11-28,2024-12-05,8,3,14,negative,5.0,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-11-28/business/industry/NewJeans-members-to-terminate-contract-with-ADOR/2188944,https://search.naver.com/search.naver?where=news&query=뉴진스%20어도어%20전속계약%20해지,Major contract and company risk event,Paul,complete,2024-11-28,-0.015111453301938794,-0.1070514832399841,-0.07630996718757033,-0.0442347593017095,-0.0418207419045387,-0.14989069381652115,-0.14517739164903673,negative_contract_crisis,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
LESSERAFIM_20220502_FEARLESS_DEBUT,HYBE,352820.KS,LE SSERAFIM,,comeback,debut_release,LE SSERAFIM debuts with Fearless,LE SSERAFIM 以 Fearless 出道,르세라핌 Fearless 데뷔,2022-05-02,2022-05-02,2022-05-09,8,3,14,positive,5.0,C_platform_data,https://time.com/6184416/best-kpop-2022-so-far/,https://search.naver.com/search.naver?where=news&query=르세라핌%20Fearless%20데뷔,HYBE Source Music girl group debut,Paul,complete,2022-05-02,0.012204082295911165,-0.033326610340440835,0.0004358712285861682,-0.039041832850591596,-0.040120285790776256,-0.05989901130950373,-0.18367366958096068,positive_comeback,9683290030080,2649870303232,1.7198418697902833,7400000,5978920012,2940,10400000,15833776,-0.3858903347052784,29.9014228386118,28.605531812552744,15.816990693309524,22.511505788766062,7.9865049385539955,16.15731646026544,16.57765600099681
LESSERAFIM_20220720_GARAM_TERMINATION,HYBE,352820.KS,LE SSERAFIM,Kim Garam,PR_crisis,bullying_contract_termination,Kim Garam leaves LE SSERAFIM after bullying controversy,金佳覽因霸凌爭議離開 LE SSERAFIM,김가람 르세라핌 탈퇴 계약해지,2022-07-20,2022-07-20,2022-07-27,8,3,14,negative,5.0,B_korean_news,https://koreajoongangdaily.joins.com/2022/07/20/entertainment/kpop/kim-garam-kim-garam-bully-hybe/20220720112744184.html,https://search.naver.com/search.naver?where=news&query=김가람%20르세라핌%20계약해지,Major PR crisis and member removal event,Paul,complete,2022-07-20,-0.005901161382087134,-0.0056874186765484,0.016659511664926498,0.11728387461140516,0.10934987349828894,0.030260688452116952,-0.014079286622085192,negative_PR_crisis,9683290030080,2649870303232,1.7198418697902833,7400000,5978920012,2940,10400000,15833776,-0.3858903347052784,29.9014228386118,28.605531812552744,15.816990693309524,22.511505788766062,7.9865049385539955,16.15731646026544,16.57765600099681
LESSERAFIM_20221017_ANTIFRAGILE,HYBE,352820.KS,LE SSERAFIM,,comeback,first_ot5_comeback,LE SSERAFIM releases Antifragile,LE SSERAFIM 發布 Antifragile,르세라핌 Antifragile 발매,2022-10-17,2022-10-17,2022-10-31,15,3,14,positive,4.0,C_platform_data,https://www.teenvogue.com/story/le-sserafim-antifragile-ep-explores-hardships-growth,https://search.naver.com/search.naver?where=news&query=르세라핌%20Antifragile%20발매,First comeback as five members after controversy,Paul,complete,2022-10-17,-0.027947066247958667,0.030672385707664167,0.020202394046213996,0.013962903980180828,-0.0031337044768742044,-0.11191187897043302,-0.072168031877452,positive_comeback,9683290030080,2649870303232,1.7198418697902833,7400000,5978920012,2940,10400000,15833776,-0.3858903347052784,29.9014228386118,28.605531812552744,15.816990693309524,22.511505788766062,7.9865049385539955,16.15731646026544,16.57765600099681
LESSERAFIM_20240219_SMART_MINOR_CONTROVERSY,HYBE,352820.KS,LE SSERAFIM,Eunchae,PR_crisis,minor_choreography_controversy,Smart choreography receives criticism over minor member concept,Smart 編舞因未成年成員概念引發批評,르세라핌 Smart 미성년자 안무 논란,2024-02-19,2024-02-20,2024-03-04,15,3,14,negative,4.0,C_platform_data,https://www.sportskeeda.com/pop-culture/news-a-minor-exploited-hybe-receives-criticism-le-sserafim-s-alleged-sensual-dance-choreography-smart-new-ep-easy,https://search.naver.com/search.naver?where=news&query=르세라핌%20Smart%20은채%20논란,PR discussion around choreography and minor-member image; mark as reviewable secondary source,Paul,needs_review,2024-02-19,-0.021327688907786434,-0.05563286100256643,-0.016861857515341968,0.04583776059018853,0.049173777755517,0.05564557634001929,0.006162074623505761,negative_PR_crisis,9683290030080,2649870303232,1.7198418697902833,7400000,5978920012,2940,10400000,15833776,-0.3858903347052784,29.9014228386118,28.605531812552744,15.816990693309524,22.511505788766062,7.9865049385539955,16.15731646026544,16.57765600099681
LESSERAFIM_20240413_COACHELLA_CRITICISM,HYBE,352820.KS,LE SSERAFIM,,PR_crisis,live_vocal_criticism,LE SSERAFIM Coachella performance receives mixed reviews,LE SSERAFIM Coachella 表演引發唱功爭議,르세라핌 코첼라 라이브 논란,2024-04-13,2024-04-15,2024-04-20,8,3,14,negative,4.0,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-04-15/entertainment/kpop/Le-Sserafim-debuts-at-Coachella-to-mixed-reviews/2025545,https://search.naver.com/search.naver?where=news&query=르세라핌%20코첼라%20라이브%20논란,Live vocal controversy produced strong negative discussion,Paul,complete,2024-04-15,0.014276540556184667,0.0522504915178552,0.0634421051266562,0.07086860583048377,-0.03832190843352587,-0.042355038016965094,-0.04586185136427054,negative_PR_crisis,9683290030080,2649870303232,1.7198418697902833,7400000,5978920012,2940,10400000,15833776,-0.3858903347052784,29.9014228386118,28.605531812552744,15.816990693309524,22.511505788766062,7.9865049385539955,16.15731646026544,16.57765600099681
TWICE_20210818_JEONGYEON_HIATUS,JYP,035900.KQ,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,定延因恐慌與焦慮暫停活動,정연 공황 및 불안장애 활동 중단,2021-08-18,2021-08-18,2021-09-01,15,3,14,negative,3.0,B_korean_news,https://www.nme.com/news/music/twice-jeongyeon-second-hiatus-panic-anxiety-disorder-jyp-entertainment-3022785,https://search.naver.com/search.naver?where=news&query=트와이스%20정연%20활동중단%20불안장애,Health-related hiatus affected group activity discussion and fan concern,Paul,complete,2021-08-18,-0.05184273591629961,-0.07210940326445071,-0.07209722217494215,-0.06411102357855084,-0.028290378064693273,-0.018614756075953007,-0.019947095315193678,negative_PR_crisis,1898524311552,821854666752,-0.4688088931621585,19300000,9196877980,2492,29900000,15938354,-0.0040791089780716,28.272098022200222,27.434829411934103,16.775615705688583,22.9421299135179,7.821242083523558,17.21336907180573,16.58423902650279
TWICE_20220624_NAYEON_POP,JYP,035900.KQ,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,Nayeon 以 Pop 個人出道,나연 Pop 솔로 데뷔,2022-06-24,2022-06-24,2022-07-08,15,3,14,positive,4.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=나연%20Pop%20솔로%20데뷔,TWICE member solo debut with strong fanbase signal,Paul,complete,2022-06-24,0.019010736715871696,-0.0028294984361759666,-0.003109575663717671,-0.02807654862385981,-0.008846610988365547,-0.031292455912883745,0.043841668596503486,positive_activity,1898524311552,821854666752,-0.4688088931621585,19300000,9196877980,2492,29900000,15938354,-0.0040791089780716,28.272098022200222,27.434829411934103,16.775615705688583,22.9421299135179,7.821242083523558,17.21336907180573,16.58423902650279
TWICE_20230324_SOFI_SOLDOUT,JYP,035900.KQ,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,TWICE 成為首個完售 SoFi Stadium 的女團,트와이스 소파이 스타디움 매진,2023-03-23,2023-03-24,2023-03-31,9,3,14,positive,4.0,C_platform_data,https://www.soompi.com/article/1574831wpp/twice-becomes-1st-girl-group-from-any-country-to-sell-out-californias-sofi-stadium,https://search.naver.com/search.naver?where=news&query=트와이스%20소파이%20스타디움%20매진,Sold-out ticketing event captures concert-demand factor,Paul,complete,2023-03-23,0.031128527836266833,0.056875548768221436,0.0706910004822686,0.17011303830100938,0.17751132034498143,0.08583951240263009,0.086142991099588,positive_concert,1898524311552,821854666752,-0.4688088931621585,19300000,9196877980,2492,29900000,15938354,-0.0040791089780716,28.272098022200222,27.434829411934103,16.775615705688583,22.9421299135179,7.821242083523558,17.21336907180573,16.58423902650279
TWICE_20230321_CHAEYOUNG_SHIRT,JYP,035900.KQ,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,彩瑛爭議服裝發文後道歉,채영 논란 의상 사과,2023-03-21,2023-03-22,2023-03-29,9,3,14,negative,4.0,C_platform_data,https://www.instagram.com/chaeyo.0/,https://search.naver.com/search.naver?where=news&query=트와이스%20채영%20나치%20티셔츠%20사과,PR controversy tied to apology and international fan discussion,Paul,needs_review,2023-03-21,-0.02455528755361387,-0.073122128369126,-0.03837073926766103,0.032320261214607564,0.13174229903334833,0.12527409606562714,0.10565068571484926,negative_PR_crisis,1898524311552,821854666752,-0.4688088931621585,19300000,9196877980,2492,29900000,15938354,-0.0040791089780716,28.272098022200222,27.434829411934103,16.775615705688583,22.9421299135179,7.821242083523558,17.21336907180573,16.58423902650279
TWICE_20230310_SET_ME_FREE,JYP,035900.KQ,TWICE,,comeback,album_release,TWICE releases Ready To Be and Set Me Free,TWICE 發布 Ready To Be 與 Set Me Free,트와이스 Ready To Be Set Me Free 발매,2023-03-10,2023-03-10,2023-03-24,15,3,14,positive,4.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=트와이스%20Set%20Me%20Free,Album release connected to world tour cycle,Paul,complete,2023-03-10,-0.0033732476756057348,-0.0033098868893812377,-0.003950671015099772,0.04288219469186935,0.024332515118644017,-0.016977624098852256,-0.03672712477062098,positive_comeback,1898524311552,821854666752,-0.4688088931621585,19300000,9196877980,2492,29900000,15938354,-0.0040791089780716,28.272098022200222,27.434829411934103,16.775615705688583,22.9421299135179,7.821242083523558,17.21336907180573,16.58423902650279
