event_id,date,naver_news_count,naver_blog_count,naver_datalab_score,google_trends_score,youtube_views,youtube_comments,youtube_likes,instagram_followers,traffic_total_raw,traffic_total_normalized,data_quality
SEVENTEEN_20210228_MINGYU_BULLYING_ALLEGATION_PLEDIS_ADDRESSES_M,2021-03-12,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16100000,4.0,0.008528784648187633,ok
STRAY_KIDS_20210227_HYUNJIN_BULLYING_ALLEGATION_ACTIVITY_PAUSE_HY,2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
SEVENTEEN_20210228_MINGYU_BULLYING_ALLEGATION_PLEDIS_ADDRESSES_M,2021-03-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16100000,1.0,0.0021321961620469083,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-13,0.0,0.0,0.0,86.0,0.0,0.0,0.0,57900000,86.0,0.18336886993603413,ok
SEVENTEEN_20210228_MINGYU_BULLYING_ALLEGATION_PLEDIS_ADDRESSES_M,2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-14,0.0,0.0,0.0,100.0,0.0,0.0,0.0,57900000,100.0,0.21321961620469082,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-15,0.0,0.0,0.0,100.0,0.0,0.0,0.0,57900000,100.0,0.21321961620469082,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-16,0.0,0.0,0.0,100.0,0.0,0.0,0.0,57900000,100.0,0.21321961620469082,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-17,0.0,0.0,0.0,100.0,0.0,0.0,0.0,57900000,100.0,0.21321961620469082,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-18,0.0,0.0,0.0,100.0,0.0,0.0,0.0,57900000,100.0,0.21321961620469082,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,57900000,100.0,0.21321961620469082,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-20,0.0,0.0,0.0,100.0,0.0,0.0,0.0,57900000,100.0,0.21321961620469082,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-21,0.0,0.0,0.0,62.0,0.0,0.0,0.0,57900000,62.0,0.13219616204690832,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-22,0.0,0.0,0.0,62.0,0.0,0.0,0.0,57900000,62.0,0.13219616204690832,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-23,0.0,0.0,0.0,62.0,0.0,0.0,0.0,57900000,62.0,0.13219616204690832,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-24,0.0,0.0,0.0,62.0,0.0,0.0,0.0,57900000,62.0,0.13219616204690832,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-25,0.0,0.0,0.0,62.0,0.0,0.0,0.0,57900000,62.0,0.13219616204690832,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-26,0.0,0.0,0.0,62.0,0.0,0.0,0.0,57900000,62.0,0.13219616204690832,ok
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
AESPA_20210517_NEXT_LEVEL,2021-05-06,0.0,0.0,0.22865,2.0,0.0,0.0,0.0,16400000,2.22865,0.004751918976545842,ok
AESPA_20210517_NEXT_LEVEL,2021-05-07,0.0,0.0,0.20007,2.0,0.0,0.0,0.0,16400000,2.20007,0.004690980810234542,ok
AESPA_20210517_NEXT_LEVEL,2021-05-08,0.0,0.0,0.09527,2.0,0.0,0.0,0.0,16400000,2.09527,0.004467526652452026,ok
AESPA_20210517_NEXT_LEVEL,2021-05-09,0.0,0.0,0.20007,6.0,0.0,0.0,0.0,16400000,6.20007,0.013219765458422175,ok
AESPA_20210517_NEXT_LEVEL,2021-05-10,0.0,0.0,0.42873,6.0,0.0,0.0,0.0,16400000,6.42873,0.01370731343283582,ok
AESPA_20210517_NEXT_LEVEL,2021-05-11,0.0,0.0,0.20007,6.0,0.0,0.0,0.0,16400000,6.20007,0.013219765458422175,ok
AESPA_20210517_NEXT_LEVEL,2021-05-12,0.0,0.0,0.29535,6.0,0.0,0.0,0.0,16400000,6.29535,0.013422921108742004,ok
AESPA_20210517_NEXT_LEVEL,2021-05-13,0.0,0.0,0.40967,6.0,0.0,0.0,0.0,16400000,6.40967,0.013666673773987207,ok
AESPA_20210517_NEXT_LEVEL,2021-05-14,0.0,0.0,0.40967,6.0,0.0,0.0,0.0,16400000,6.40967,0.013666673773987207,ok
AESPA_20210517_NEXT_LEVEL,2021-05-15,0.0,0.0,0.40015,6.0,0.0,0.0,0.0,16400000,6.40015,0.01364637526652452,ok
AESPA_20210517_NEXT_LEVEL,2021-05-16,0.0,0.0,1.05754,100.0,0.0,0.0,0.0,16400000,101.05754,0.21547449893390191,ok
AESPA_20210517_NEXT_LEVEL,2021-05-17,0.0,0.0,39.70083,100.0,0.0,0.0,0.0,16400000,139.70083,0.2978695735607676,ok
AESPA_20210517_NEXT_LEVEL,2021-05-18,0.0,0.0,100.0,100.0,0.0,0.0,0.0,16400000,200.0,0.42643923240938164,ok
AESPA_20210517_NEXT_LEVEL,2021-05-19,0.0,0.0,90.38681,100.0,0.0,0.0,0.0,16400000,190.38681,0.40594202558635395,ok
AESPA_20210517_NEXT_LEVEL,2021-05-20,0.0,0.0,90.85365,100.0,0.0,0.0,0.0,16400000,190.85365000000002,0.40693742004264394,ok
AESPA_20210517_NEXT_LEVEL,2021-05-21,0.0,0.0,81.51676,100.0,0.0,0.0,0.0,16400000,181.51676,0.3870293390191898,ok
AESPA_20210517_NEXT_LEVEL,2021-05-22,0.0,0.0,87.13795,100.0,0.0,0.0,0.0,16400000,187.13795,0.39901481876332623,ok
AESPA_20210517_NEXT_LEVEL,2021-05-23,0.0,0.0,88.75762,68.0,0.0,0.0,0.0,16400000,156.75762,0.3342379957356077,ok
AESPA_20210517_NEXT_LEVEL,2021-05-24,0.0,0.0,68.44512,68.0,0.0,0.0,0.0,16400000,136.44512,0.29092776119402985,ok
AESPA_20210517_NEXT_LEVEL,2021-05-25,0.0,0.0,68.05449,68.0,0.0,0.0,0.0,16400000,136.05449,0.29009486140724944,ok
AESPA_20210517_NEXT_LEVEL,2021-05-26,0.0,0.0,66.67301,68.0,0.0,0.0,0.0,16400000,134.67301,0.2871492750533049,ok
AESPA_20210517_NEXT_LEVEL,2021-05-27,0.0,0.0,63.94817,68.0,0.0,0.0,0.0,16400000,131.94817,0.281339381663113,ok
AESPA_20210517_NEXT_LEVEL,2021-05-28,0.0,0.0,70.88414,68.0,0.0,0.0,0.0,16400000,138.88414,0.2961282302771855,ok
AESPA_20210517_NEXT_LEVEL,2021-05-29,0.0,0.0,72.30373,68.0,0.0,0.0,0.0,16400000,140.30373,0.2991550746268657,ok
AESPA_20210517_NEXT_LEVEL,2021-05-30,0.0,0.0,69.15967,56.0,0.0,0.0,0.0,16400000,125.15967,0.26686496801705756,ok
TWICE_20210609_ALCOHOL_FREE,2021-05-31,0.0,0.0,8.07453,10.0,0.0,0.0,0.0,29900000,18.07453,0.0385384434968017,ok
AESPA_20210517_NEXT_LEVEL,2021-05-31,0.0,0.0,55.77362,56.0,0.0,0.0,0.0,16400000,111.77362,0.23832328358208954,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-01,0.0,0.0,4.96894,10.0,0.0,0.0,0.0,29900000,14.96894,0.03191671641791045,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-02,0.0,0.0,0.0,10.0,0.0,0.0,0.0,29900000,10.0,0.021321961620469083,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-03,0.0,0.0,8.69565,10.0,0.0,0.0,0.0,29900000,18.69565,0.039862793176972285,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-04,0.0,0.0,5.59006,10.0,0.0,0.0,0.0,29900000,15.590060000000001,0.03324106609808103,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-05,0.0,0.0,4.34782,10.0,0.0,0.0,0.0,29900000,14.347819999999999,0.03059236673773987,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,29900000,100.0,0.21321961620469082,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-07,0.0,0.0,0.0,100.0,0.0,0.0,0.0,29900000,100.0,0.21321961620469082,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-08,0.0,0.0,5.59006,100.0,0.0,0.0,0.0,29900000,105.59006,0.22513872068230276,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-09,0.0,0.0,100.0,100.0,0.0,0.0,0.0,29900000,200.0,0.42643923240938164,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-10,0.0,0.0,39.13043,100.0,0.0,0.0,0.0,29900000,139.13043,0.296653368869936,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-11,0.0,0.0,10.559,100.0,0.0,0.0,0.0,29900000,110.559,0.23573347547974413,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-12,0.0,0.0,4.96894,100.0,0.0,0.0,0.0,29900000,104.96894,0.2238143710021322,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-13,0.0,0.0,3.7267,76.0,0.0,0.0,0.0,29900000,79.7267,0.16999296375266523,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-14,0.0,0.0,9.31677,76.0,0.0,0.0,0.0,29900000,85.31677,0.1819120895522388,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-15,0.0,0.0,6.21118,76.0,0.0,0.0,0.0,29900000,82.21118,0.17529036247334753,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-16,0.0,0.0,3.7267,76.0,0.0,0.0,0.0,29900000,79.7267,0.16999296375266523,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-17,0.0,0.0,0.0,76.0,0.0,0.0,0.0,29900000,76.0,0.16204690831556504,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-18,0.0,0.0,0.0,76.0,0.0,0.0,0.0,29900000,76.0,0.16204690831556504,ok
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-06-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,2.0,0.0042643923240938165,ok
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-06-27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,2.0,0.0042643923240938165,ok
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-06-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,1.0,0.0021321961620469083,ok
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-19,3.0,12.0,0.0,0.0,0.0,0.0,0.0,16100000,15.0,0.031982942430703626,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-20,1.0,5.0,0.0,0.0,0.0,0.0,0.0,16100000,6.0,0.01279317697228145,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-21,0.0,5.0,0.0,0.0,0.0,0.0,0.0,16100000,5.0,0.010660980810234541,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16100000,2.0,0.0042643923240938165,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16100000,100.0,0.21321961620469082,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-26,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16100000,100.0,0.21321961620469082,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-27,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16100000,100.0,0.21321961620469082,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-28,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16100000,100.0,0.21321961620469082,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-29,0.0,1.0,0.0,100.0,0.0,0.0,0.0,16100000,101.0,0.21535181236673773,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-30,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16100000,100.0,0.21321961620469082,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-31,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16100000,100.0,0.21321961620469082,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
TWICE_20210818_JEONGYEON_HIATUS,2021-08-18,31.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,31.0,0.06609808102345416,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-19,41.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,41.0,0.08742004264392324,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,1.0,0.0021321961620469083,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,3.0,0.006396588486140725,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,1.0,0.0021321961620469083,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,2.0,0.0042643923240938165,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,0.0,0.0,missing_traffic
TWICE_20210818_JEONGYEON_HIATUS,2021-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,0.0,0.0,missing_traffic
NCT_20210825_LUCAS_PRIVATE_LIFE_CONTROVERSY_LUCAS_APOLOGIZ,2021-08-25,17.0,0.0,0.0,0.0,0.0,0.0,0.0,16200000,17.0,0.03624733475479744,ok
NCT_20210825_LUCAS_PRIVATE_LIFE_CONTROVERSY_LUCAS_APOLOGIZ,2021-08-26,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16200000,11.0,0.023454157782515993,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,0.0,0.0,missing_traffic
NCT_20210825_LUCAS_PRIVATE_LIFE_CONTROVERSY_LUCAS_APOLOGIZ,2021-08-27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16200000,5.0,0.010660980810234541,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,1.0,0.0021321961620469083,ok
