event_id,date,keyword,naver_datalab_score,collected_at
TWICE_20211001_THE_FEELS,2021-10-09,트와이스 The Feels,19.8901,2026-05-29T03:25:31
TWICE_20211001_THE_FEELS,2021-10-10,트와이스 The Feels,18.27838,2026-05-29T03:25:31
TWICE_20211001_THE_FEELS,2021-10-11,트와이스 The Feels,17.25274,2026-05-29T03:25:31
TWICE_20220712_CONTRACT_RENEWAL,2022-07-12,트와이스 재계약,100,2026-05-29T03:25:31
TWICE_20220712_CONTRACT_RENEWAL,2022-07-13,트와이스 재계약,50.25232,2026-05-29T03:25:31
TWICE_20220712_CONTRACT_RENEWAL,2022-07-14,트와이스 재계약,25.2324,2026-05-29T03:25:31
TWICE_20220712_CONTRACT_RENEWAL,2022-07-15,트와이스 재계약,19.49535,2026-05-29T03:25:31
TWICE_20220712_CONTRACT_RENEWAL,2022-07-16,트와이스 재계약,12.00531,2026-05-29T03:25:31
TWICE_20220712_CONTRACT_RENEWAL,2022-07-17,트와이스 재계약,18.80478,2026-05-29T03:25:31
TWICE_20220712_CONTRACT_RENEWAL,2022-07-18,트와이스 재계약,12.98804,2026-05-29T03:25:31
TWICE_20220712_CONTRACT_RENEWAL,2022-07-19,트와이스 재계약,9.80079,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-06,에스파 Next Level,0.22865,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-07,에스파 Next Level,0.20007,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-08,에스파 Next Level,0.09527,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-09,에스파 Next Level,0.20007,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-10,에스파 Next Level,0.42873,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-11,에스파 Next Level,0.20007,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-12,에스파 Next Level,0.29535,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-13,에스파 Next Level,0.40967,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-14,에스파 Next Level,0.40967,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-15,에스파 Next Level,0.40015,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-16,에스파 Next Level,1.05754,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-17,에스파 Next Level,39.70083,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-18,에스파 Next Level,100,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-19,에스파 Next Level,90.38681,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-20,에스파 Next Level,90.85365,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-21,에스파 Next Level,81.51676,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-22,에스파 Next Level,87.13795,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-23,에스파 Next Level,88.75762,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-24,에스파 Next Level,68.44512,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-25,에스파 Next Level,68.05449,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-26,에스파 Next Level,66.67301,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-27,에스파 Next Level,63.94817,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-28,에스파 Next Level,70.88414,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-29,에스파 Next Level,72.30373,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-30,에스파 Next Level,69.15967,2026-05-29T03:25:31
AESPA_20210517_NEXT_LEVEL,2021-05-31,에스파 Next Level,55.77362,2026-05-29T03:25:31
BLACKPINK_20220819_PINK_VENOM,2022-08-19,블랙핑크 Pink Venom,100,2026-05-29T03:25:31
BLACKPINK_20220819_PINK_VENOM,2022-08-20,블랙핑크 Pink Venom,18.35902,2026-05-29T03:25:31
BLACKPINK_20220819_PINK_VENOM,2022-08-21,블랙핑크 Pink Venom,9.29283,2026-05-29T03:25:31
BLACKPINK_20220819_PINK_VENOM,2022-08-22,블랙핑크 Pink Venom,11.19673,2026-05-29T03:25:31
BLACKPINK_20220819_PINK_VENOM,2022-08-23,블랙핑크 Pink Venom,6.57298,2026-05-29T03:25:31
BLACKPINK_20220819_PINK_VENOM,2022-08-24,블랙핑크 Pink Venom,5.4397,2026-05-29T03:25:31
BLACKPINK_20220819_PINK_VENOM,2022-08-25,블랙핑크 Pink Venom,4.89573,2026-05-29T03:25:31
BLACKPINK_20220819_PINK_VENOM,2022-08-26,블랙핑크 Pink Venom,3.85312,2026-05-29T03:25:31
BLACKPINK_20220916_BORN_PINK,2022-09-16,블랙핑크 Born Pink,100,2026-05-29T03:25:31
BLACKPINK_20220916_BORN_PINK,2022-09-17,블랙핑크 Born Pink,44.64579,2026-05-29T03:25:31
BLACKPINK_20220916_BORN_PINK,2022-09-18,블랙핑크 Born Pink,28.50082,2026-05-29T03:25:31
BLACKPINK_20220916_BORN_PINK,2022-09-19,블랙핑크 Born Pink,21.91103,2026-05-29T03:25:31
BLACKPINK_20220916_BORN_PINK,2022-09-20,블랙핑크 Born Pink,14.82701,2026-05-29T03:25:31
BLACKPINK_20220916_BORN_PINK,2022-09-21,블랙핑크 Born Pink,9.39044,2026-05-29T03:25:31
BLACKPINK_20220916_BORN_PINK,2022-09-22,블랙핑크 Born Pink,10.21416,2026-05-29T03:25:31
BLACKPINK_20220916_BORN_PINK,2022-09-23,블랙핑크 Born Pink,9.88467,2026-05-29T03:25:31
BLACKPINK_20220916_BORN_PINK,2022-09-24,블랙핑크 Born Pink,9.55518,2026-05-29T03:25:31
BLACKPINK_20220916_BORN_PINK,2022-09-25,블랙핑크 Born Pink,16.14497,2026-05-29T03:25:31
BLACKPINK_20230110_COACHELLA_HEADLINER,2023-01-11,블랙핑크 코첼라 헤드라이너,100,2026-05-29T03:25:31
BLACKPINK_20230110_COACHELLA_HEADLINER,2023-01-15,블랙핑크 코첼라 헤드라이너,4.29447,2026-05-29T03:25:31
BLACKPINK_20230110_COACHELLA_HEADLINER,2023-04-16,블랙핑크 코첼라 헤드라이너,6.74846,2026-05-29T03:25:31
BLACKPINK_20230110_COACHELLA_HEADLINER,2023-04-17,블랙핑크 코첼라 헤드라이너,17.79141,2026-05-29T03:25:31
BLACKPINK_20230110_COACHELLA_HEADLINER,2023-04-18,블랙핑크 코첼라 헤드라이너,3.06748,2026-05-29T03:25:31
BLACKPINK_20230110_COACHELLA_HEADLINER,2023-04-19,블랙핑크 코첼라 헤드라이너,3.68098,2026-05-29T03:25:31
BLACKPINK_20230110_COACHELLA_HEADLINER,2023-04-20,블랙핑크 코첼라 헤드라이너,3.06748,2026-05-29T03:25:31
BLACKPINK_20230110_COACHELLA_HEADLINER,2023-04-21,블랙핑크 코첼라 헤드라이너,3.68098,2026-05-29T03:25:31
BLACKPINK_20231206_GROUP_CONTRACT_RENEWAL,2023-12-06,블랙핑크 재계약,100,2026-05-29T03:25:31
BLACKPINK_20231206_GROUP_CONTRACT_RENEWAL,2023-12-07,블랙핑크 재계약,38.16919,2026-05-29T03:25:31
BLACKPINK_20231206_GROUP_CONTRACT_RENEWAL,2023-12-08,블랙핑크 재계약,15.91588,2026-05-29T03:25:31
BLACKPINK_20231206_GROUP_CONTRACT_RENEWAL,2023-12-09,블랙핑크 재계약,9.8582,2026-05-29T03:25:31
BLACKPINK_20231206_GROUP_CONTRACT_RENEWAL,2023-12-10,블랙핑크 재계약,7.7393,2026-05-29T03:25:31
BLACKPINK_20231206_GROUP_CONTRACT_RENEWAL,2023-12-11,블랙핑크 재계약,5.54644,2026-05-29T03:25:31
BLACKPINK_20231206_GROUP_CONTRACT_RENEWAL,2023-12-12,블랙핑크 재계약,5.33101,2026-05-29T03:25:31
BLACKPINK_20231206_GROUP_CONTRACT_RENEWAL,2023-12-13,블랙핑크 재계약,6.4178,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-19,뉴진스 Ditto,100,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-20,뉴진스 Ditto,86.95211,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-21,뉴진스 Ditto,38.05421,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-22,뉴진스 Ditto,30.99822,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-23,뉴진스 Ditto,23.47352,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-24,뉴진스 Ditto,20.81327,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-25,뉴진스 Ditto,16.94958,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-26,뉴진스 Ditto,14.31466,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-27,뉴진스 Ditto,12.02178,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-28,뉴진스 Ditto,10.74233,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-29,뉴진스 Ditto,11.54041,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-30,뉴진스 Ditto,9.80491,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2022-12-31,뉴진스 Ditto,10.4003,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-01,뉴진스 Ditto,9.20952,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-02,뉴진스 Ditto,11.70509,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-03,뉴진스 Ditto,12.33848,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-04,뉴진스 Ditto,9.3742,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-05,뉴진스 Ditto,8.69014,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-06,뉴진스 Ditto,8.39878,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-07,뉴진스 Ditto,8.14542,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-08,뉴진스 Ditto,7.68938,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-09,뉴진스 Ditto,6.4986,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-10,뉴진스 Ditto,6.20724,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-11,뉴진스 Ditto,6.38459,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-12,뉴진스 Ditto,6.01722,2026-05-29T03:25:31
NEWJEANS_20221219_DITTO,2023-01-13,뉴진스 Ditto,5.92855,2026-05-29T03:25:31
NEWJEANS_20241128_CONTRACT_TERMINATION,2024-11-28,뉴진스 어도어 전속계약 해지,100,2026-05-29T03:25:31
NEWJEANS_20241128_CONTRACT_TERMINATION,2024-11-29,뉴진스 어도어 전속계약 해지,62.5,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-17,르세라핌 Antifragile,100,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-18,르세라핌 Antifragile,46.93186,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-19,르세라핌 Antifragile,40.62632,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-20,르세라핌 Antifragile,36.90224,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-21,르세라핌 Antifragile,37.15615,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-22,르세라핌 Antifragile,36.77528,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-23,르세라핌 Antifragile,32.88192,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-24,르세라핌 Antifragile,28.26914,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-25,르세라핌 Antifragile,24.8413,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-26,르세라핌 Antifragile,26.99957,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-27,르세라핌 Antifragile,22.68303,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-28,르세라핌 Antifragile,23.91028,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-29,르세라핌 Antifragile,28.43842,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-30,르세라핌 Antifragile,21.11722,2026-05-29T03:25:31
LESSERAFIM_20221017_ANTIFRAGILE,2022-10-31,르세라핌 Antifragile,20.52475,2026-05-29T03:25:31
LESSERAFIM_20240413_COACHELLA_CRITICISM,2024-04-14,르세라핌 코첼라 라이브 논란,46.15384,2026-05-29T03:25:31
LESSERAFIM_20240413_COACHELLA_CRITICISM,2024-04-15,르세라핌 코첼라 라이브 논란,100,2026-05-29T03:25:31
LESSERAFIM_20240413_COACHELLA_CRITICISM,2024-04-17,르세라핌 코첼라 라이브 논란,38.46153,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-10,트와이스 Set Me Free,100,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-11,트와이스 Set Me Free,88.15789,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-12,트와이스 Set Me Free,81.95488,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-13,트와이스 Set Me Free,57.89473,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-14,트와이스 Set Me Free,40.03759,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-15,트와이스 Set Me Free,43.04511,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-16,트와이스 Set Me Free,60.52631,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-17,트와이스 Set Me Free,97.36842,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-18,트와이스 Set Me Free,79.69924,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-19,트와이스 Set Me Free,62.21804,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-20,트와이스 Set Me Free,68.60902,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-21,트와이스 Set Me Free,47.74436,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-22,트와이스 Set Me Free,43.23308,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-23,트와이스 Set Me Free,47.18045,2026-05-29T03:25:31
TWICE_20230310_SET_ME_FREE,2023-03-24,트와이스 Set Me Free,40.22556,2026-05-29T03:25:31
TWICE_20240325_JIHYO_DATING_RUMOR,2024-03-25,트와이스 지효 윤성빈 열애설,100,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-02-23,트와이스 One Spark,100,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-02-24,트와이스 One Spark,69.26229,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-02-25,트와이스 One Spark,46.31147,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-02-26,트와이스 One Spark,51.2295,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-02-27,트와이스 One Spark,70.4918,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-02-28,트와이스 One Spark,54.50819,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-02-29,트와이스 One Spark,54.91803,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-03-01,트와이스 One Spark,66.39344,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-03-02,트와이스 One Spark,69.67213,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-03-03,트와이스 One Spark,64.34426,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-03-04,트와이스 One Spark,59.01639,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-03-05,트와이스 One Spark,59.42622,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-03-06,트와이스 One Spark,61.88524,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-03-07,트와이스 One Spark,62.70491,2026-05-29T03:25:31
TWICE_20240223_ONE_SPARK,2024-03-08,트와이스 One Spark,56.14754,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-06,트와이스 Strategy,74.82142,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-07,트와이스 Strategy,100,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-08,트와이스 Strategy,85.53571,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-09,트와이스 Strategy,70.89285,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-10,트와이스 Strategy,58.39285,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-11,트와이스 Strategy,54.46428,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-12,트와이스 Strategy,56.07142,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-13,트와이스 Strategy,66.42857,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-14,트와이스 Strategy,52.85714,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-15,트와이스 Strategy,46.96428,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-16,트와이스 Strategy,39.28571,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-17,트와이스 Strategy,38.92857,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-18,트와이스 Strategy,43.57142,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-19,트와이스 Strategy,54.64285,2026-05-29T03:25:31
TWICE_20241206_STRATEGY,2024-12-20,트와이스 Strategy,40.89285,2026-05-29T03:25:31
TWICE_20240405_CHAEYOUNG_ZIONT,2024-04-05,트와이스 채영 자이언티 열애,100,2026-05-29T03:25:31
AESPA_20240305_KARINA_APOLOGY,2024-03-06,카리나 열애 사과문,29.62962,2026-05-29T03:25:31
AESPA_20240305_KARINA_APOLOGY,2024-03-07,카리나 열애 사과문,66.66666,2026-05-29T03:25:31
AESPA_20240305_KARINA_APOLOGY,2024-03-08,카리나 열애 사과문,100,2026-05-29T03:25:31
AESPA_20240305_KARINA_APOLOGY,2024-03-09,카리나 열애 사과문,55.55555,2026-05-29T03:25:31
AESPA_20240402_KARINA_BREAKUP,2024-04-02,카리나 이재욱 결별,100,2026-05-29T03:25:31
AESPA_20240402_KARINA_BREAKUP,2024-04-03,카리나 이재욱 결별,18.83086,2026-05-29T03:25:31
AESPA_20240402_KARINA_BREAKUP,2024-04-04,카리나 이재욱 결별,6.14602,2026-05-29T03:25:31
AESPA_20240402_KARINA_BREAKUP,2024-04-05,카리나 이재욱 결별,3.67375,2026-05-29T03:25:31
AESPA_20240402_KARINA_BREAKUP,2024-04-06,카리나 이재욱 결별,2.72643,2026-05-29T03:25:31
AESPA_20240402_KARINA_BREAKUP,2024-04-07,카리나 이재욱 결별,2.35674,2026-05-29T03:25:31
AESPA_20240402_KARINA_BREAKUP,2024-04-08,카리나 이재욱 결별,2.42606,2026-05-29T03:25:31
AESPA_20240402_KARINA_BREAKUP,2024-04-09,카리나 이재욱 결별,2.72643,2026-05-29T03:25:31
AESPA_20241211_WINTER_JUNGWON,2024-12-11,윈터 정원 열애설,31.17505,2026-05-29T03:25:31
AESPA_20241211_WINTER_JUNGWON,2024-12-12,윈터 정원 열애설,100,2026-05-29T03:25:31
AESPA_20241211_WINTER_JUNGWON,2024-12-13,윈터 정원 열애설,46.76258,2026-05-29T03:25:31
AESPA_20241211_WINTER_JUNGWON,2024-12-14,윈터 정원 열애설,1.19904,2026-05-29T03:25:31
AESPA_20241211_WINTER_JUNGWON,2024-12-15,윈터 정원 열애설,1.43884,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-13,에스파 Supernova,52.14723,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-14,에스파 Supernova,100,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-15,에스파 Supernova,75.95092,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-16,에스파 Supernova,76.07361,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-17,에스파 Supernova,68.34355,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-18,에스파 Supernova,56.68711,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-19,에스파 Supernova,56.56441,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-20,에스파 Supernova,60.49079,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-21,에스파 Supernova,47.36196,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-22,에스파 Supernova,37.54601,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-23,에스파 Supernova,35.09202,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-24,에스파 Supernova,28.46625,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-25,에스파 Supernova,21.10429,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-26,에스파 Supernova,22.08588,2026-05-29T03:25:31
AESPA_20240513_SUPERNOVA,2024-05-27,에스파 Supernova,17.30061,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-21,에스파 Whiplash,94.36133,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-22,에스파 Whiplash,100,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-23,에스파 Whiplash,73.87802,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-24,에스파 Whiplash,62.83084,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-25,에스파 Whiplash,56.6168,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-26,에스파 Whiplash,61.33486,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-27,에스파 Whiplash,59.95397,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-28,에스파 Whiplash,53.3947,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-29,에스파 Whiplash,45.79976,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-30,에스파 Whiplash,40.04602,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-10-31,에스파 Whiplash,35.90333,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-11-01,에스파 Whiplash,45.33947,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-11-02,에스파 Whiplash,39.58573,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-11-03,에스파 Whiplash,37.05408,2026-05-29T03:25:31
AESPA_20241021_WHIPLASH,2024-11-04,에스파 Whiplash,36.24856,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-05,윈터 정국 열애설,100,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-06,윈터 정국 열애설,59.90566,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-07,윈터 정국 열애설,50,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-08,윈터 정국 열애설,43.39622,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-09,윈터 정국 열애설,31.13207,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-10,윈터 정국 열애설,33.96226,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-11,윈터 정국 열애설,21.22641,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-12,윈터 정국 열애설,18.86792,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-13,윈터 정국 열애설,9.90566,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-14,윈터 정국 열애설,12.26415,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-15,윈터 정국 열애설,13.67924,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-16,윈터 정국 열애설,8.96226,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-17,윈터 정국 열애설,8.96226,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-18,윈터 정국 열애설,9.90566,2026-05-29T03:25:31
AESPA_20251205_WINTER_JUNGKOOK,2025-12-19,윈터 정국 열애설,11.79245,2026-05-29T03:25:31
