event_id,date,naver_news_count,naver_blog_count,naver_datalab_score,google_trends_score,youtube_views,youtube_comments,youtube_likes,instagram_followers,traffic_total_raw,traffic_total_normalized,data_quality
SEVENTEEN_20210228_MINGYU_BULLYING_ALLEGATION_PLEDIS_ADDRESSES_M,2021-03-12,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16100000,4.0,0.008528784648187633,ok
STRAY_KIDS_20210227_HYUNJIN_BULLYING_ALLEGATION_ACTIVITY_PAUSE_HY,2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
SEVENTEEN_20210228_MINGYU_BULLYING_ALLEGATION_PLEDIS_ADDRESSES_M,2021-03-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16100000,1.0,0.0021321961620469083,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-13,0.0,0.0,0.0,61.0,0.0,0.0,0.0,57900000,61.0,0.1300639658848614,ok
SEVENTEEN_20210228_MINGYU_BULLYING_ALLEGATION_PLEDIS_ADDRESSES_M,2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-14,0.0,0.0,0.0,48.0,0.0,0.0,0.0,57900000,48.0,0.1023454157782516,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-15,0.0,0.0,0.0,31.0,0.0,0.0,0.0,57900000,31.0,0.06609808102345416,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-16,0.0,0.0,0.0,26.0,0.0,0.0,0.0,57900000,26.0,0.05543710021321962,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-17,0.0,0.0,0.0,22.0,0.0,0.0,0.0,57900000,22.0,0.046908315565031986,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-18,0.0,0.0,0.0,20.0,0.0,0.0,0.0,57900000,20.0,0.042643923240938165,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-19,0.0,0.0,0.0,19.0,0.0,0.0,0.0,57900000,19.0,0.04051172707889126,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-20,0.0,0.0,0.0,20.0,0.0,0.0,0.0,57900000,20.0,0.042643923240938165,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-21,0.0,0.0,0.0,20.0,0.0,0.0,0.0,57900000,20.0,0.042643923240938165,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-22,0.0,0.0,0.0,17.0,0.0,0.0,0.0,57900000,17.0,0.03624733475479744,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-23,0.0,0.0,0.0,17.0,0.0,0.0,0.0,57900000,17.0,0.03624733475479744,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-24,0.0,0.0,0.0,17.0,0.0,0.0,0.0,57900000,17.0,0.03624733475479744,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-25,0.0,0.0,0.0,15.0,0.0,0.0,0.0,57900000,15.0,0.031982942430703626,ok
BLACKPINK_20210312_ROSE_ON_THE_GROUND,2021-03-26,0.0,0.0,0.0,13.0,0.0,0.0,0.0,57900000,13.0,0.02771855010660981,ok
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210406_MINGYU_ALLEGATION_CLEARED_MINGYU_RESUMES_ACTI,2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
AESPA_20210517_NEXT_LEVEL,2021-05-06,0.0,0.0,0.22865,0.0,0.0,0.0,0.0,16400000,0.22865,0.0004875266524520256,ok
AESPA_20210517_NEXT_LEVEL,2021-05-07,0.0,0.0,0.20007,4.0,0.0,0.0,0.0,16400000,4.20007,0.008955373134328358,ok
AESPA_20210517_NEXT_LEVEL,2021-05-08,0.0,0.0,0.09527,3.0,0.0,0.0,0.0,16400000,3.09527,0.006599722814498934,ok
AESPA_20210517_NEXT_LEVEL,2021-05-09,0.0,0.0,0.20007,4.0,0.0,0.0,0.0,16400000,4.20007,0.008955373134328358,ok
AESPA_20210517_NEXT_LEVEL,2021-05-10,0.0,0.0,0.42873,4.0,0.0,0.0,0.0,16400000,4.42873,0.009442921108742003,ok
AESPA_20210517_NEXT_LEVEL,2021-05-11,0.0,0.0,0.20007,0.0,0.0,0.0,0.0,16400000,0.20007,0.00042658848614072494,ok
AESPA_20210517_NEXT_LEVEL,2021-05-12,0.0,0.0,0.29535,4.0,0.0,0.0,0.0,16400000,4.29535,0.009158528784648188,ok
AESPA_20210517_NEXT_LEVEL,2021-05-13,0.0,0.0,0.40967,3.0,0.0,0.0,0.0,16400000,3.40967,0.007270085287846483,ok
AESPA_20210517_NEXT_LEVEL,2021-05-14,0.0,0.0,0.40967,4.0,0.0,0.0,0.0,16400000,4.40967,0.00940228144989339,ok
AESPA_20210517_NEXT_LEVEL,2021-05-15,0.0,0.0,0.40015,4.0,0.0,0.0,0.0,16400000,4.40015,0.009381982942430703,ok
AESPA_20210517_NEXT_LEVEL,2021-05-16,0.0,0.0,1.05754,9.0,0.0,0.0,0.0,16400000,10.05754,0.02144464818763326,ok
AESPA_20210517_NEXT_LEVEL,2021-05-17,0.0,0.0,39.70083,100.0,0.0,0.0,0.0,16400000,139.70083,0.2978695735607676,ok
AESPA_20210517_NEXT_LEVEL,2021-05-18,0.0,0.0,100.0,93.0,0.0,0.0,0.0,16400000,193.0,0.4115138592750533,ok
AESPA_20210517_NEXT_LEVEL,2021-05-19,0.0,0.0,90.38681,61.0,0.0,0.0,0.0,16400000,151.38681,0.32278637526652454,ok
AESPA_20210517_NEXT_LEVEL,2021-05-20,0.0,0.0,90.85365,53.0,0.0,0.0,0.0,16400000,143.85365000000002,0.3067242004264393,ok
AESPA_20210517_NEXT_LEVEL,2021-05-21,0.0,0.0,81.51676,55.0,0.0,0.0,0.0,16400000,136.51676,0.2910805117270789,ok
AESPA_20210517_NEXT_LEVEL,2021-05-22,0.0,0.0,87.13795,54.0,0.0,0.0,0.0,16400000,141.13795,0.3009337953091684,ok
AESPA_20210517_NEXT_LEVEL,2021-05-23,0.0,0.0,88.75762,56.0,0.0,0.0,0.0,16400000,144.75762,0.30865164179104476,ok
AESPA_20210517_NEXT_LEVEL,2021-05-24,0.0,0.0,68.44512,46.0,0.0,0.0,0.0,16400000,114.44512,0.24401944562899788,ok
AESPA_20210517_NEXT_LEVEL,2021-05-25,0.0,0.0,68.05449,44.0,0.0,0.0,0.0,16400000,112.05449,0.23892215351812368,ok
AESPA_20210517_NEXT_LEVEL,2021-05-26,0.0,0.0,66.67301,41.0,0.0,0.0,0.0,16400000,107.67301,0.2295799786780384,ok
AESPA_20210517_NEXT_LEVEL,2021-05-27,0.0,0.0,63.94817,43.0,0.0,0.0,0.0,16400000,106.94817,0.22803447761194032,ok
AESPA_20210517_NEXT_LEVEL,2021-05-28,0.0,0.0,70.88414,38.0,0.0,0.0,0.0,16400000,108.88414,0.23216234541577827,ok
AESPA_20210517_NEXT_LEVEL,2021-05-29,0.0,0.0,72.30373,40.0,0.0,0.0,0.0,16400000,112.30373,0.23945358208955225,ok
AESPA_20210517_NEXT_LEVEL,2021-05-30,0.0,0.0,69.15967,41.0,0.0,0.0,0.0,16400000,110.15967,0.23488202558635396,ok
TWICE_20210609_ALCOHOL_FREE,2021-05-31,0.0,0.0,8.07453,0.0,0.0,0.0,0.0,29900000,8.07453,0.01721648187633262,ok
AESPA_20210517_NEXT_LEVEL,2021-05-31,0.0,0.0,55.77362,31.0,0.0,0.0,0.0,16400000,86.77362,0.18501837953091682,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-01,0.0,0.0,4.96894,0.0,0.0,0.0,0.0,29900000,4.96894,0.010594754797441364,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,0.0,0.0,missing_traffic
TWICE_20210609_ALCOHOL_FREE,2021-06-03,0.0,0.0,8.69565,0.0,0.0,0.0,0.0,29900000,8.69565,0.0185408315565032,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-04,0.0,0.0,5.59006,0.0,0.0,0.0,0.0,29900000,5.59006,0.011919104477611941,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-05,0.0,0.0,4.34782,0.0,0.0,0.0,0.0,29900000,4.34782,0.009270405117270787,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,0.0,0.0,missing_traffic
TWICE_20210609_ALCOHOL_FREE,2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,0.0,0.0,missing_traffic
TWICE_20210609_ALCOHOL_FREE,2021-06-08,0.0,0.0,5.59006,29.0,0.0,0.0,0.0,29900000,34.59006,0.07375279317697228,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-09,0.0,0.0,100.0,100.0,0.0,0.0,0.0,29900000,200.0,0.42643923240938164,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-10,0.0,0.0,39.13043,69.0,0.0,0.0,0.0,29900000,108.13042999999999,0.23055528784648185,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-11,0.0,0.0,10.559,71.0,0.0,0.0,0.0,29900000,81.559,0.17389978678038379,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-12,0.0,0.0,4.96894,0.0,0.0,0.0,0.0,29900000,4.96894,0.010594754797441364,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-13,0.0,0.0,3.7267,39.0,0.0,0.0,0.0,29900000,42.7267,0.09110170575692964,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-14,0.0,0.0,9.31677,0.0,0.0,0.0,0.0,29900000,9.31677,0.019865181236673773,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-15,0.0,0.0,6.21118,43.0,0.0,0.0,0.0,29900000,49.21118,0.10492788912579958,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-16,0.0,0.0,3.7267,32.0,0.0,0.0,0.0,29900000,35.7267,0.07617633262260128,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-17,0.0,0.0,0.0,62.0,0.0,0.0,0.0,29900000,62.0,0.13219616204690832,ok
TWICE_20210609_ALCOHOL_FREE,2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-06-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,2.0,0.0042643923240938165,ok
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-06-27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,2.0,0.0042643923240938165,ok
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-06-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,1.0,0.0021321961620469083,ok
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
STRAY_KIDS_20210626_HYUNJIN_ACTIVITY_RESUME_HYUNJIN_RESUMES_STRAY,2021-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-19,3.0,12.0,0.0,0.0,0.0,0.0,0.0,16100000,15.0,0.031982942430703626,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-20,1.0,5.0,0.0,0.0,0.0,0.0,0.0,16100000,6.0,0.01279317697228145,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-21,0.0,5.0,0.0,0.0,0.0,0.0,0.0,16100000,5.0,0.010660980810234541,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16100000,2.0,0.0042643923240938165,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16100000,1.0,0.0021321961620469083,ok
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
SEVENTEEN_20210719_NAN_CONTRACT_RENEWAL_ALL_13_SEVENTEEN_MEMBERS,2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100000,0.0,0.0,missing_traffic
TWICE_20210818_JEONGYEON_HIATUS,2021-08-18,31.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,31.0,0.06609808102345416,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-19,41.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,41.0,0.08742004264392324,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,1.0,0.0021321961620469083,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,3.0,0.006396588486140725,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,1.0,0.0021321961620469083,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,2.0,0.0042643923240938165,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,0.0,0.0,missing_traffic
TWICE_20210818_JEONGYEON_HIATUS,2021-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,0.0,0.0,missing_traffic
NCT_20210825_LUCAS_PRIVATE_LIFE_CONTROVERSY_LUCAS_APOLOGIZ,2021-08-25,17.0,0.0,0.0,0.0,0.0,0.0,0.0,16200000,17.0,0.03624733475479744,ok
NCT_20210825_LUCAS_PRIVATE_LIFE_CONTROVERSY_LUCAS_APOLOGIZ,2021-08-26,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16200000,11.0,0.023454157782515993,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,0.0,0.0,missing_traffic
NCT_20210825_LUCAS_PRIVATE_LIFE_CONTROVERSY_LUCAS_APOLOGIZ,2021-08-27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16200000,5.0,0.010660980810234541,ok
TWICE_20210818_JEONGYEON_HIATUS,2021-08-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000,1.0,0.0021321961620469083,ok
